1	9	1178750526
1	21	1165506888
1	21	1197223661
2	16	1189385175
2	2055	1188266481
2	2055	1190872922
2	2058	1220801862
6	12	1185141288
6	1638	1178154395
6	1639	1183345523
6	1639	1199765556
6	2056	1196006510
6	2056	1228686244
6	13320	1220454322
6	13320	1220454350
6	13322	1228699793
9	9	1144597697
9	207	1225302806
9	634	1181926233
9	640	1231735215
9	641	1204912196
9	1491	1225379284
9	2295	1177689902
9	2412	1203633109
9	4626	1203608039
9	7156	1194571528
9	10686	1210189671
9	10686	1210720197
9	12375	1203607108
9	12375	1206462877
11	12	1140053499
12	11	1171827684
14	14	1209745268
14	21	1175653432
14	21	1206553591
14	132	1220289598
14	1928	1178290493
14	3663	1186953289
14	3732	1226526885
14	7576	1173944364
14	7743	1172507237
14	7743	1174062820
14	7743	1175315017
14	7743	1175713559
14	7743	1184967254
14	7743	1185154835
14	7743	1185155118
14	7743	1185418598
14	7743	1187034918
14	7743	1189038520
14	7743	1192061517
14	7743	1206848150
14	7743	1209069659
14	8127	1208232028
14	8129	1187581329
14	8695	1189090812
14	8695	1189091702
14	10884	1214164907
14	10916	1193889576
14	10916	1193976333
14	10936	1188441811
14	10947	1220293258
14	11268	1189047719
14	11268	1189048960
14	11268	1190321448
14	11268	1192988774
14	11268	1205687823
14	11273	1187397066
14	11273	1190169934
14	11680	1166495690
14	11680	1166496283
14	11680	1188673626
14	11680	1220281268
14	12970	1159760104
14	12970	1177564862
14	12997	1181520560
14	12997	1181524916
14	13008	1213495168
14	13008	1213512062
14	13008	1213561953
14	14685	1215413988
14	14916	1228166953
14	14916	1228181142
14	16561	1165473111
14	16561	1166071629
14	16561	1170481731
14	16561	1171335271
14	16561	1178238756
14	16561	1187331649
14	19062	1164017163
14	19062	1175650785
14	19574	1204574182
14	22288	1229736884
14	22288	1229925366
14	22345	1158011851
14	22345	1188577864
14	22345	1224167305
14	22345	1224190856
14	22345	1224190995
14	22663	1178684558
14	25988	1227366181
14	26138	1217270053
14	26853	1178554006
14	26928	1157796883
14	26943	1232473301
15	11	1209610818
15	12	1213489860
15	18	1231744588
15	320	1179177024
15	320	1203611063
15	1207	1177119821
15	1207	1177928991
15	1207	1203477491
15	1207	1209827778
15	1749	1157688555
15	1749	1177046830
15	1922	1177953250
15	1922	1210914814
15	1922	1230061119
15	1971	1209871525
15	1973	1162008854
15	1986	1157737352
15	1986	1164609001
15	1986	1166196844
15	1986	1178505058
15	1986	1182060765
15	1986	1202426193
15	1986	1209585605
15	1986	1221432951
15	1986	1222408981
15	1986	1222491473
15	1986	1226813194
15	1986	1229301975
15	1986	1229334302
15	3375	1202479186
15	3376	1166180349
15	5752	1182021786
15	16169	1172131205
16	7	1182482219
16	7	1202673809
16	7	1210644498
16	7	1228798568
17	5351	1215482985
17	6390	1209490715
17	6390	1212005980
17	10691	1186330985
17	10691	1187796868
19	18	1177084300
19	18	1180078964
20	3173	1182981109
20	7275	1138506547
21	1	1164236215
21	1	1229482530
21	1	1229711023
21	14	1181104208
21	14	1212631402
21	14	1221068507
21	21	1156360007
21	3657	1221059155
21	5632	1212439820
21	5632	1212765733
21	8129	1185846802
21	8129	1189962835
21	8483	1228460815
22	687	1172182862
22	1640	1149635628
22	1648	1181676066
22	15995	1191530151
22	15995	1195535620
23	17	1211940645
23	23	1220749406
23	461	1212730223
23	461	1212862911
23	461	1230946818
23	468	1204513894
23	468	1212715365
23	3094	1188326084
23	3291	1194298815
23	5380	1194019617
23	19201	1230803958
23	30235	1228881531
24	238	1199245118
24	302	1228795702
24	11179	1225682838
24	19223	1227589768
24	47709	1231433665
26	26	1206933846
26	61	1230883573
27	687	1230133061
29	45	1224913480
30	45	1203312752
30	45	1203381894
30	3977	1140838339
30	3977	1146259156
30	7020	1177862090
30	7020	1184276601
30	7332	1217808383
30	7332	1221768935
30	9987	1200982542
30	17346	1202782289
30	21787	1167809095
30	21787	1184792296
30	21787	1188156691
30	53585	1230006702
30	53585	1230006963
30	53585	1230007276
31	31	1220300221
31	141	1223200818
31	5826	1215715811
31	6797	1225495666
32	36	1232387253
35	1236	1228699604
35	2962	1170183845
35	2962	1170869587
35	2962	1178659944
35	2962	1202397625
36	36	1135290404
36	652	1224271730
38	38	1134170964
40	42	1177263330
40	4151	1219379442
40	18931	1223706393
40	18931	1231136870
42	9988	1177008525
44	47	1228972594
45	30	1204901186
45	30	1224030232
45	1074	1227314023
45	2882	1231474116
45	3206	1228837979
46	46	1192045242
47	5275	1232381156
47	8478	1231983248
47	15225	1232387573
47	16035	1231501281
47	38539	1232396999
47	49624	1232434444
48	39	1216304140
48	48	1200092873
48	48	1209617625
48	48	1217603007
48	2422	1230361072
51	51	1200707869
54	54	1201374216
55	963	1177368425
55	21018	1143270187
55	21072	1197482151
56	1404	1228424225
56	1915	1230213123
56	7670	1230224523
56	10399	1222662169
56	10399	1223447158
56	12236	1226256653
56	12236	1227733379
56	12406	1226939524
56	13571	1226906046
57	6874	1229040521
57	6874	1230670591
57	6874	1230670809
60	569	1232511437
61	702	1227830419
61	702	1227831824
61	702	1227832419
61	707	1217464214
61	707	1217464388
61	707	1230301136
63	3361	1212641528
63	3361	1217270446
64	68	1160085503
64	68	1164059523
